 iter	year	species	age	number	catch
           1           3           3           4   15325423.0       15438.4355    
           1           3           3           5   7018403.50       8343.78027    
           1           3           3           6   12737034.0       17042.5664    
           1           3           3           7   9742125.00       14021.5723    
           1           3           3           8   6828587.50       9944.86621    
           1           3           3           9   3130961.75       4915.38916    
           1           3           3          10   3064231.25       4894.42188    
           1           3           3          11   909225.062       1479.80933    
           1           3           3          12   881989.812       1454.77759    
           1           3           3          13   1825501.12       3021.14404    
           1           3           3          14   947208.125       1584.08020    
           1           3           3          15   277048.438       484.923767    
           1           3           3          16   541510.625       951.403503    
           1           3           3          17   224287.734       394.078369    
           1           3           3          18   895616.750       1573.82410    
           1           3           3          19   132797.875       233.378677    
           1           3           3          20   44479.6875       78.1664581    
           1           4           3           0   191386224.       64.0046768    
           1           4           3           1   178091664.       25375.9707    
           1           4           3           2   26464082.0       11324.4141    
           1           4           3           3   230134576.       165830.531    
           1           4           3           4   30827148.0       35699.5977    
           1           4           3           5   12982153.0       19559.6250    
           1           4           3           6   5939939.00       9310.47852    
           1           4           3           7   10760705.0       18613.0762    
           1           4           3           8   8224428.00       14716.1660    
           1           4           3           9   5759727.00       10828.6641    
           1           4           3          10   2639345.75       5061.25977    
           1           4           3          11   2581879.75       5072.19482    
           1           4           3          12   765907.938       1518.77747    
           1           4           3          13   742950.875       1471.19897    
           1           4           3          14   1537329.12       3083.59204    
           1           4           3          15   796913.750       1678.93994    
           1           4           3          16   233041.156       492.404236    
           1           4           3          17   455484.000       962.932800    
           1           4           3          18   188656.547       398.847443    
           1           4           3          19   753333.625       1592.67493    
           1           4           3          20   111700.969       236.152573    
           1           5           3           0   73560384.0       44.7667236    
           1           5           3           1   175176112.       31507.4277    
           1           5           3           2   115549952.       97644.2578    
           1           5           3           3   21385290.0       25625.2363    
           1           5           3           4   193655888.       403787.656    
           1           5           3           5   25929034.0       63294.5000    
           1           5           3           6   10881105.0       29751.2148    
           1           5           3           7   4968663.00       14763.8096    
           1           5           3           8   8992877.00       27187.0684    
           1           5           3           9   6858688.50       22273.1621    
           1           5           3          10   4799967.00       15838.9824    
           1           5           3          11   2197995.75       7412.88770    
           1           5           3          12   2149430.75       7298.89746    
           1           5           3          13   637550.125       2169.79956    
           1           5           3          14   618246.875       2127.94116    
           1           5           3          15   1277496.50       4585.15771    
           1           5           3          16   662008.125       2384.52344    
           1           5           3          17   193586.484       697.459229    
           1           5           3          18   378367.469       1363.31116    
           1           5           3          19   156715.453       564.668091    
           1           5           3          20   625789.125       2254.80933    
           1           6           3           0   48294736.0       39.8292542    
           1           6           3           1   68059640.0       19880.0879    
           1           6           3           2   112030264.       106880.312    
           1           6           3           3   93982168.0       132472.453    
           1           6           3           4   17901630.0       41663.1289    
           1           6           3           5   161769552.       445176.750    
           1           6           3           6   21596176.0       64757.3398    
           1           6           3           7   9039592.00       29114.3574    
           1           6           3           8   4120662.00       13741.6455    
           1           6           3           9   7443846.00       26414.8867    
           1           6           3          10   5671478.00       20403.8398    
           1           6           3          11   3966682.25       14520.4512    
           1           6           3          12   1815164.25       6743.35449    
           1           6           3          13   1775096.00       6575.65527    
           1           6           3          14   526310.500       1974.67822    
           1           6           3          15   509605.375       1990.14221    
           1           6           3          16   1052597.62       4120.99756    
           1           6           3          17   545444.938       2135.98950    
           1           6           3          18   159500.422       624.629578    
           1           6           3          19   311745.125       1220.85022    
           1           6           3          20   129121.328       505.662659    
           1           7           3           0   20088324.0       16.7800236    
           1           7           3           1   44545224.0       13717.4170    
           1           7           3           2   43633088.0       38952.9297    
           1           7           3           3   91214424.0       141073.391    
           1           7           3           4   78714248.0       186625.250    
           1           7           3           5   14922629.0       43413.9336    
           1           7           3           6   134392208.       429804.219    
           1           7           3           7   17895474.0       60885.6914    
           1           7           3           8   7478762.00       26384.6914    
           1           7           3           9   3402153.75       12714.1211    
           1           7           3          10   6140089.50       23182.5430    
           1           7           3          11   4675147.00       17971.9688    
           1           7           3          12   3267622.00       12749.5342    
           1           7           3          13   1495120.38       5827.28320    
           1           7           3          14   1461638.00       5765.99512    
           1           7           3          15   432641.906       1781.37061    
           1           7           3          16   418745.625       1727.85779    
           1           7           3          17   864896.875       3569.70337    
           1           7           3          18   448179.438       1849.82959    
           1           7           3          19   131057.492       540.934753    
           1           7           3          20   256153.453       1057.26245    
           1           8           3           0   16613952.0       17.5578079    
           1           8           3           1   18557376.0       6014.36719    
           1           8           3           2   28567524.0       29168.3301    
           1           8           3           3   35319308.0       60860.6250    
           1           8           3           4   76238200.0       193776.328    
           1           8           3           5   65552736.0       195331.266    
           1           8           3           6   12375764.0       40813.9023    
           1           8           3           7   111159280.       392445.625    
           1           8           3           8   14782460.0       53539.9609    
           1           8           3           9   6165500.00       23486.1699    
           1           8           3          10   2801145.50       10907.9609    
           1           8           3          11   5052757.50       19957.5020    
           1           8           3          12   3845393.25       15306.3975    
           1           8           3          13   2687524.00       10657.5146    
           1           8           3          14   1229088.25       4951.93115    
           1           8           3          15   1199576.00       5039.72461    
           1           8           3          16   354900.031       1494.66162    
           1           8           3          17   343491.281       1446.87598    
           1           8           3          18   709461.438       2988.53491    
           1           8           3          19   367633.469       1548.62781    
           1           8           3          20   107504.461       452.853455    
           1           9           3           0   525148416.       739.733887    
           1           9           3           1   15474977.0       6883.82812    
           1           9           3           2   11941358.0       14322.7656    
           1           9           3           3   23065054.0       41260.2266    
           1           9           3           4   29406546.0       84181.8281    
           1           9           3           5   63402668.0       195330.266    
           1           9           3           6   54258096.0       192569.031    
           1           9           3           7   10213610.0       38521.9531    
           1           9           3           8   91608096.0       353508.719    
           1           9           3           9   12158972.0       49442.7305    
           1           9           3          10   5064332.50       21106.0527    
           1           9           3          11   2299492.75       9663.92285    
           1           9           3          12   4145657.75       17627.3828    
           1           9           3          13   3154618.25       13439.3916    
           1           9           3          14   2204267.00       9471.00488    
           1           9           3          15   1006383.94       4496.49756    
           1           9           3          16   981619.062       4404.84570    
           1           9           3          17   290407.000       1303.41675    
           1           9           3          18   281071.156       1261.54797    
           1           9           3          19   580533.438       2605.65942    
           1           9           3          20   300825.562       1350.22009    
           1          10           3           0   11973603.0       12.8221979    
           1          10           3           1   482778432.       135755.812    
           1          10           3           2   10135814.0       11443.6250    
           1          10           3           3   9611633.00       16313.6709    
           1          10           3           4   19204656.0       54099.9648    
           1          10           3           5   24414772.0       73664.9531    
           1          10           3           6   52458460.0       179305.953    
           1          10           3           7   44720872.0       164896.234    
           1          10           3           8   8409613.00       31480.1660    
           1          10           3           9   75267960.0       297497.469    
           1          10           3          10   9980586.00       39885.3438    
           1          10           3          11   4153714.50       16851.4980    
           1          10           3          12   1884986.25       7761.10352    
           1          10           3          13   3398221.50       13949.4336    
           1          10           3          14   2584418.00       10762.5723    
           1          10           3          15   1803203.25       7796.87598    
           1          10           3          16   822799.188       3570.98608    
           1          10           3          17   802506.750       3483.82153    
           1          10           3          18   237416.734       1030.69409    
           1          10           3          19   229783.906       997.561646    
           1          10           3          20   474604.281       2060.40234    
           1          11           3           0   24314742.0       29.8034935    
           1          11           3           1   11170533.0       4221.82471    
           1          11           3           2   312612256.       315418.656    
           1          11           3           3   8228897.00       11875.6924    
           1          11           3           4   8022937.00       19425.2754    
           1          11           3           5   15970656.0       44181.7383    
           1          11           3           6   20245096.0       62591.2734    
           1          11           3           7   43339860.0       146074.938    
           1          11           3           8   36891184.0       126909.875    
           1          11           3           9   6926421.50       24902.3340    
           1          11           3          10   61930256.0       226186.656    
           1          11           3          11   8207208.00       30422.9395    
           1          11           3          12   3413765.25       12794.6924    
           1          11           3          13   1549010.25       5795.78271    
           1          11           3          14   2791509.25       10570.2988    
           1          11           3          15   2119864.50       8354.72559    
           1          11           3          16   1478242.12       5846.62109    
           1          11           3          17   674476.062       2668.92188    
           1          11           3          18   657839.875       2603.13892    
           1          11           3          19   194617.922       770.125061    
           1          11           3          20   188361.016       745.366394    
           1          12           3           0   18615986.0       17.8622704    
           1          12           3           1   22350864.0       6477.99707    
           1          12           3           2   7224229.50       6531.21436    
           1          12           3           3   254115552.       420864.781    
           1          12           3           4   6876407.50       17428.1211    
           1          12           3           5   6683093.00       19372.9844    
           1          12           3           6   13257858.0       42662.7695    
           1          12           3           7   16739808.0       59750.0352    
           1          12           3           8   35785428.0       130210.844    
           1          12           3           9   30415482.0       115082.531    
           1          12           3          10   5704846.50       22051.3809    
           1          12           3          11   50971216.0       200175.312    
           1          12           3          12   6751602.00       26783.0098    
           1          12           3          13   2808000.50       11146.2188    
           1          12           3          14   1273699.88       5110.79395    
           1          12           3          15   2291873.25       9562.49121    
           1          12           3          16   1739528.75       7283.80371    
           1          12           3          17   1212969.50       5080.26270    
           1          12           3          18   553436.562       2318.11475    
           1          12           3          19   539785.375       2260.93921    
           1          12           3          20   159692.312       668.884277    
           1          13           3           0   354531744.       400.308594    
           1          13           3           1   17308428.0       6182.21094    
           1          13           3           2   14077661.0       15251.4268    
           1          13           3           3   5817631.00       8832.91309    
           1          13           3           4   212236608.       531854.188    
           1          13           3           5   5721215.00       17156.5781    
           1          13           3           6   5542085.00       18222.5996    
           1          13           3           7   10961274.0       38391.9102    
           1          13           3           8   13809137.0       50132.1016    
           1          13           3           9   29477440.0       111418.227    
           1          13           3          10   25033870.0       96051.7188    
           1          13           3          11   4691262.50       18329.5234    
           1          13           3          12   41893416.0       165348.578    
           1          13           3          13   5548346.50       21930.7715    
           1          13           3          14   2306898.25       9194.17871    
           1          13           3          15   1044835.38       4329.43701    
           1          13           3          16   1879065.62       7813.40723    
           1          13           3          17   1426122.50       5933.06104    
           1          13           3          18   994429.438       4137.20068    
           1          13           3          19   453723.000       1887.68372    
           1          13           3          20   442531.156       1841.12561    
           1          14           3           0   36468848.0       30.5434132    
           1          14           3           1   329738112.       131131.359    
           1          14           3           2   11339158.0       12671.7764    
           1          14           3           3   11399173.0       18666.1348    
           1          14           3           4   4857076.00       12414.0703    
           1          14           3           5   176530128.       527178.688    
           1          14           3           6   4743630.00       15029.7900    
           1          14           3           7   4579951.00       15912.2246    
           1          14           3           8   9048281.00       32070.7070    
           1          14           3           9   11378179.0       42322.9453    
           1          14           3          10   24263630.0       91903.5547    
           1          14           3          11   20590814.0       79468.1406    
           1          14           3          12   3856731.00       15003.4502    
           1          14           3          13   34439804.0       133845.484    
           1          14           3          14   4559224.50       17932.8398    
           1          14           3          15   1893013.25       7728.95068    
           1          14           3          16   856928.812       3510.49927    
           1          14           3          17   1541054.62       6315.00391    
           1          14           3          18   1169579.12       4793.07373    
           1          14           3          19   815541.438       3342.20044    
           1          14           3          20   372103.062       1524.93286    
           1          15           3           0   49777084.0       57.2717972    
           1          15           3           1   33768440.0       11472.4922    
           1          15           3           2   214111824.       226893.688    
           1          15           3           3   9174710.00       13440.1533    
           1          15           3           4   9515004.00       23419.2988    
           1          15           3           5   4044257.00       11425.3564    
           1          15           3           6   146603952.       440819.500    
           1          15           3           7   3927479.75       13107.6279    
           1          15           3           8   3785229.75       12938.6758    
           1          15           3           9   7465547.00       26983.0664    
           1          15           3          10   9378263.00       34400.3555    
           1          15           3          11   19989730.0       73984.7109    
           1          15           3          12   16955250.0       63336.6250    
           1          15           3          13   3175760.50       11861.6953    
           1          15           3          14   28346544.0       107231.008    
           1          15           3          15   3747199.75       14738.9111    
           1          15           3          16   1555122.62       6134.88867    
           1          15           3          17   703936.188       2778.03589    
           1          15           3          18   1265915.12       4995.97168    
           1          15           3          19   960762.250       3791.69922    
           1          15           3          20   669934.625       2643.93311    
           1          16           3           0   16249634.0       12.6532612    
           1          16           3           1   45875324.0       14463.3330    
           1          16           3           2   21842768.0       20868.2637    
           1          16           3           3   174000560.       257381.844    
           1          16           3           4   7668871.00       18913.4551    
           1          16           3           5   7931476.50       22055.3340    
           1          16           3           6   3360278.50       10280.2217    
           1          16           3           7   121563064.       394328.469    
           1          16           3           8   3249807.00       10921.6641    
           1          16           3           9   3127371.50       10997.3174    
           1          16           3          10   6161412.00       21945.0000    
           1          16           3          11   7735862.00       27991.0371    
           1          16           3          12   16481457.0       60364.4023    
           1          16           3          13   13978055.0       51227.9258    
           1          16           3          14   2617222.50       9685.86914    
           1          16           3          15   23329950.0       89639.3672    
           1          16           3          16   3082578.25       11876.1182    
           1          16           3          17   1279247.62       4929.74023    
           1          16           3          18   579057.188       2231.51245    
           1          16           3          19   1041340.12       4013.02026    
           1          16           3          20   790320.438       3045.66943    
           1          17           3           0   78851576.0       70.0307846    
           1          17           3           1   14925636.0       4432.20166    
           1          17           3           2   29434488.0       29239.1914    
           1          17           3           3   17643674.0       25641.3008    
           1          17           3           4   145566432.       334558.781    
           1          17           3           5   6395551.00       17001.6465    
           1          17           3           6   6599999.00       18805.0449    
           1          17           3           7   2788035.25       8614.79883    
           1          17           3           8   100725408.       320840.438    
           1          17           3           9   2688995.75       8897.13086    
           1          17           3          10   2585736.00       8652.16602    
           1          17           3          11   5091517.00       17311.6914    
           1          17           3          12   6389335.00       21928.3262    
           1          17           3          13   13610228.0       46814.2656    
           1          17           3          14   11538947.0       40180.3633    
           1          17           3          15   2158020.75       7779.61572    
           1          17           3          16   19227626.0       69530.7500    
           1          17           3          17   2540443.25       9188.55273    
           1          17           3          18   1054260.50       3813.32324    
           1          17           3          19   477215.781       1726.12500    
           1          17           3          20   858194.688       3104.15503    
           1          18           3           0   41124856.0       84.3440018    
           1          18           3           1   73510488.0       23838.1445    
           1          18           3           2   9599219.00       10336.9551    
           1          18           3           3   23951416.0       37975.9336    
           1          18           3           4   14776018.0       32839.0234    
           1          18           3           5   121631504.       312061.312    
           1          18           3           6   5329042.00       14962.2725    
           1          18           3           7   5487400.50       16379.4795    
           1          18           3           8   2313977.00       7192.87939    
           1          18           3           9   83490144.0       269174.781    
           1          18           3          10   2227018.25       7338.56348    
           1          18           3          11   2140740.00       7116.76221    
           1          18           3          12   4212934.50       14195.9619    
           1          18           3          13   5286761.50       17781.7168    
           1          18           3          14   11259261.0       38075.9922    
           1          18           3          15   9532932.00       33620.0430    
           1          18           3          16   1782163.88       6299.02441    
           1          18           3          17   15878051.0       56143.3906    
           1          18           3          18   2097875.75       7418.06299    
           1          18           3          19   870599.500       3078.43994    
           1          18           3          20   394080.688       1393.47144    
           1          19           3           0   321560480.       268.130341    
           1          19           3           1   38562992.0       14173.3262    
           1          19           3           2   47953320.0       41939.5586    
           1          19           3           3   7819674.50       11457.1250    
           1          19           3           4   20093454.0       41589.1367    
           1          19           3           5   12368781.0       28515.3203    
           1          19           3           6   101472536.       265164.781    
           1          19           3           7   4437228.00       12162.5898    
           1          19           3           8   4563840.50       12882.7959    
           1          19           3           9   1921364.12       5724.21484    
           1          19           3          10   69275352.0       209170.453    
           1          19           3          11   1846677.75       5661.65918    
           1          19           3          12   1774370.25       5515.07324    
           1          19           3          13   3491800.50       10823.2051    
           1          19           3          14   4381241.50       13656.4141    
           1          19           3          15   9320667.00       30215.0059    
           1          19           3          16   7887314.00       25668.5176    
           1          19           3          17   1474482.75       4799.23975    
           1          19           3          18   13136731.0       42759.4141    
           1          19           3          19   1735681.25       5649.57129    
           1          19           3          20   720290.812       2344.52026    
           1          20           3           0   9611439.00       9.61062813    
           1          20           3           1   298076320.       92291.5703    
           1          20           3           2   25757888.0       22770.3906    
           1          20           3           3   38819856.0       48135.3203    
           1          20           3           4   6570472.50       11734.2227    
           1          20           3           5   16849306.0       35850.4219    
           1          20           3           6   10348842.0       24113.6094    
           1          20           3           7   84705232.0       209475.953    
           1          20           3           8   3700629.00       9401.84863    
           1          20           3           9   3801191.50       10126.3291    
           1          20           3          10   1599162.62       4299.46045    
           1          20           3          11   57632280.0       157588.766    
           1          20           3          12   1535539.88       4252.86719    
           1          20           3          13   1475331.88       4074.72485    
           1          20           3          14   2902757.50       8094.86475    
           1          20           3          15   3638665.25       10543.9521    
           1          20           3          16   7737159.00       22515.5625    
           1          20           3          17   6547040.50       19058.0996    
           1          20           3          18   1223925.12       3562.85498    
           1          20           3          19   10904415.0       31742.8867    
           1          20           3          20   1440735.88       4194.00684    
           1          21           3           0   12282034.0       13.6117191    
           1          21           3           1   8922204.00       2118.39233    
           1          21           3           2   195490576.       164330.469    
           1          21           3           3   21043660.0       23290.9648    
           1          21           3           4   32641766.0       55641.4805    
           1          21           3           5   5523679.00       11127.7803    
           1          21           3           6   14130608.0       30662.4512    
           1          21           3           7   8659982.00       20477.4727    
           1          21           3           8   70824416.0       169603.953    
           1          21           3           9   3090264.25       7827.89551    
           1          21           3          10   3172596.75       8067.97559    
           1          21           3          11   1334135.38       3452.19580    
           1          21           3          12   48063268.0       125641.828    
           1          21           3          13   1280324.62       3362.33325    
           1          21           3          14   1229918.75       3262.79517    
           1          21           3          15   2417673.25       6647.00342    
           1          21           3          16   3029395.50       8357.50781    
           1          21           3          17   6441323.50       17776.2949    
           1          21           3          18   5450516.00       15042.2861    
           1          21           3          19   1018937.81       2812.06372    
           1          21           3          20   9078085.00       25053.7500    
           1          22           3           0   29309738.0       25.0640984    
           1          22           3           1   11371644.0       3878.60742    
           1          22           3           2   5731286.50       5027.92871    
           1          22           3           3   158983680.       227486.672    
           1          22           3           4   17665190.0       40239.1641    
           1          22           3           5   27357880.0       69299.8438    
           1          22           3           6   4613849.00       13098.0801    
           1          22           3           7   11778353.0       35962.0781    
           1          22           3           8   7208893.50       22545.8574    
           1          22           3           9   58871460.0       194086.281    
           1          22           3          10   2566264.25       8603.17480    
           1          22           3          11   2633902.75       8923.06836    
           1          22           3          12   1106879.75       3814.63525    
           1          22           3          13   39874224.0       137448.250    
           1          22           3          14   1062015.38       3676.25952    
           1          22           3          15   1018883.38       3667.96851    
           1          22           3          16   2002109.75       7228.97656    
           1          22           3          17   2508590.50       9060.77051    
           1          22           3          18   5333930.50       19266.3223    
           1          22           3          19   4513461.00       16302.8057    
           1          22           3          20   843761.188       3047.70776    
           1          23           3           0   35500956.0       38.4380455    
           1          23           3           1   27201544.0       7658.01318    
           1          23           3           2   7312428.00       6372.43848    
           1          23           3           3   4642375.00       6381.29688    
           1          23           3           4   133204048.       285067.312    
           1          23           3           5   14771306.0       35869.7227    
           1          23           3           6   22813262.0       61251.6445    
           1          23           3           7   3837476.00       11046.1855    
           1          23           3           8   9784833.00       28605.2012    
           1          23           3           9   5979811.50       18388.5645    
           1          23           3          10   48793504.0       152257.438    
           1          23           3          11   2125981.50       6703.71191    
           1          23           3          12   2180788.75       6996.08105    
           1          23           3          13   916334.438       2937.22925    
           1          23           3          14   33002528.0       106484.766    
           1          23           3          15   878018.938       2943.85938    
           1          23           3          16   841975.375       2831.57397    
           1          23           3          17   1654421.75       5565.29639    
           1          23           3          18   2072932.38       6973.53711    
           1          23           3          19   4407608.00       14827.6475    
           1          23           3          20   3729624.50       12546.8428    
           1          24           3           0   205469120.       172.808746    
           1          24           3           1   34089604.0       18323.0352    
           1          24           3           2   17963436.0       19745.0312    
           1          24           3           3   5934686.00       9238.56934    
           1          24           3           4   3894569.50       8597.34961    
           1          24           3           5   111359976.       287083.656    
           1          24           3           6   12317948.0       34472.8867    
           1          24           3           7   18985218.0       56193.3164    
           1          24           3           8   3189411.25       9645.20898    
           1          24           3           9   8123225.00       25623.1543    
           1          24           3          10   4958391.50       16069.3193    
           1          24           3          11   40435752.0       133061.875    
           1          24           3          12   1761190.12       5854.40479    
           1          24           3          13   1806211.38       6018.45703    
           1          24           3          14   758773.312       2547.62061    
           1          24           3          15   27298264.0       94994.6641    
           1          24           3          16   725919.500       2535.45776    
           1          24           3          17   696093.562       2431.95557    
           1          24           3          18   1367770.00       4778.69092    
           1          24           3          19   1713768.00       5987.59033    
           1          24           3          20   3643929.75       12731.2178    
           1          25           3           0   50128476.0       55.0345993    
           1          25           3           1   192728000.       75904.5000    
           1          25           3           2   23405180.0       24574.2637    
           1          25           3           3   14696620.0       22945.6641    
           1          25           3           4   4967879.00       11222.9102    
           1          25           3           5   3253591.25       8397.19531    
           1          25           3           6   92727936.0       264543.188    
           1          25           3           7   10237167.0       30793.6582    
           1          25           3           8   15754071.0       49291.3281    
           1          25           3           9   2642614.75       8701.28906    
           1          25           3          10   6725011.00       22446.7598    
           1          25           3          11   4102323.25       13855.5645    
           1          25           3          12   33439072.0       114287.727    
           1          25           3          13   1456545.00       4948.31055    
           1          25           3          14   1493012.12       5160.11230    
           1          25           3          15   626507.375       2241.11279    
           1          25           3          16   22529874.0       80838.3516    
           1          25           3          17   599088.688       2150.38574    
           1          25           3          18   574471.375       2062.09766    
           1          25           3          19   1128792.00       4051.87622    
           1          25           3          20   1414336.38       5076.86426    
           1          26           3           0   31903976.0       29.3105907    
           1          26           3           1   46121840.0       10968.5488    
           1          26           3           2   126663600.       109456.172    
           1          26           3           3   19012070.0       25657.7676    
           1          26           3           4   12319427.0       25490.0137    
           1          26           3           5   4156019.25       9767.51172    
           1          26           3           6   2713858.75       7109.07275    
           1          26           3           7   77147336.0       217447.250    
           1          26           3           8   8509060.00       24290.4766    
           1          26           3           9   13074878.0       39191.8516    
           1          26           3          10   2191836.00       6598.43066    
           1          26           3          11   5574792.50       17090.0039    
           1          26           3          12   3399136.25       10564.1396    
           1          26           3          13   27705268.0       85860.5234    
           1          26           3          14   1206588.12       3772.40771    
           1          26           3          15   1235276.62       4015.73267    
           1          26           3          16   518126.875       1690.32617    
           1          26           3          17   18631722.0       60800.3242    
           1          26           3          18   495430.875       1616.81848    
           1          26           3          19   475072.594       1550.38599    
           1          26           3          20   933479.750       3046.38770    
           1          27           3           0   83799440.0       68.1856537    
           1          27           3           1   29496198.0       9237.77148    
           1          27           3           2   29613302.0       25758.8457    
           1          27           3           3   102532880.       130705.766    
           1          27           3           4   15952134.0       33931.0039    
           1          27           3           5   10311971.0       25239.6797    
           1          27           3           6   3471274.75       9088.17480    
           1          27           3           7   2260762.25       6408.36572    
           1          27           3           8   64191164.0       186056.219    
           1          27           3           9   7071920.50       21377.5254    
           1          27           3          10   10856711.0       33420.9609    
           1          27           3          11   1819040.38       5715.89941    
           1          27           3          12   4624772.00       14640.9707    
           1          27           3          13   2819620.75       8918.92969    
           1          27           3          14   22975890.0       73461.8516    
           1          27           3          15   999537.500       3314.89502    
           1          27           3          16   1022828.19       3404.31885    
           1          27           3          17   429000.969       1428.21826    
           1          27           3          18   15426714.0       51359.3242    
           1          27           3          19   410206.969       1365.70093    
           1          27           3          20   393350.594       1309.58191    
           1          28           3           0   147796528.       145.363708    
           1          28           3           1   77904296.0       23593.3477    
           1          28           3           2   19005454.0       15176.1777    
           1          28           3           3   23907522.0       27385.0059    
           1          28           3           4   86171032.0       162481.875    
           1          28           3           5   13369328.0       29410.6465    
           1          28           3           6   8624908.00       20092.0195    
           1          28           3           7   2897647.25       7233.83154    
           1          28           3           8   1884455.38       4881.36865    
           1          28           3           9   53454764.0       142793.781    
           1          28           3          10   5884516.50       16061.0771    
           1          28           3          11   9029191.00       24998.3770    
           1          28           3          12   1512332.62       4208.13037    
           1          28           3          13   3844244.25       10762.8428    
           1          28           3          14   2343275.75       6617.47314    
           1          28           3          15   19076560.0       55720.9648    
           1          28           3          16   829555.812       2430.99976    
           1          28           3          17   848853.375       2488.18701    
           1          28           3          18   356030.062       1043.63513    
           1          28           3          19   12802712.0       37528.8398    
           1          28           3          20   340433.156       997.919373    
           1          29           3           0   580115136.       521.783630    
           1          29           3           1   139436432.       43772.7383    
           1          29           3           2   51156036.0       40360.3945    
           1          29           3           3   15419403.0       17455.8770    
           1          29           3           4   20095410.0       35788.4336    
           1          29           3           5   72379736.0       149007.188    
           1          29           3           6   11204429.0       24883.2090    
           1          29           3           7   7219418.50       16744.2852    
           1          29           3           8   2423038.50       5766.34863    
           1          29           3           9   1573702.00       3922.89771    
           1          29           3          10   44613792.0       113635.531    
           1          29           3          11   4908724.50       12700.9365    
           1          29           3          12   7528925.00       19727.5312    
           1          29           3          13   1261118.62       3291.92627    
           1          29           3          14   3204616.00       8470.84961    
           1          29           3          15   1951568.62       5352.32031    
           1          29           3          16   15882678.0       43663.6133    
           1          29           3          17   690644.250       1899.18713    
           1          29           3          18   706707.688       1943.43250    
           1          29           3          19   296411.125       815.128662    
           1          29           3          20   10658820.0       29311.7461    
           1          30           3           0   30021268.0       20.3510017    
           1          30           3           1   537117248.       147158.953    
           1          30           3           2   94540416.0       83140.3125    
           1          30           3           3   41600840.0       55121.0898    
           1          30           3           4   12950089.0       26212.2656    
           1          30           3           5   16842928.0       40239.7070    
           1          30           3           6   60475436.0       160826.672    
           1          30           3           7   9345295.00       26237.2539    
           1          30           3           8   6014821.50       17512.6426    
           1          30           3           9   2015865.75       6165.30811    
           1          30           3          10   1308278.50       4064.08569    
           1          30           3          11   37068172.0       116645.242    
           1          30           3          12   4076319.25       13026.2939    
           1          30           3          13   6250793.50       20054.5664    
           1          30           3          14   1046907.88       3376.91138    
           1          30           3          15   2656982.00       8918.30859    
           1          30           3          16   1617487.25       5445.20850    
           1          30           3          17   13163501.0       44321.3906    
           1          30           3          18   572402.750       1927.32031    
           1          30           3          19   585715.312       1972.15918    
           1          30           3          20   245663.281       827.173767    
