 iter	year	species	age	number	catch
           1           2           2           1   53769260.0       161383.297    
           1           2           2           2   46343472.0       398601.719    
           1           2           2           3   36738928.0       472763.281    
           1           2           2           4   25608138.0       353253.781    
           1           2           2           5   19437440.0       291836.406    
           1           2           2           6   13248342.0       199187.609    
           1           2           2           7   9146841.00       139541.109    
           1           2           2           8   7114954.00       109437.938    
           1           2           2           9   5164404.00       79908.1562    
           1           2           2          10   3574079.00       55508.3359    
           1           2           2          11   2576364.00       40078.5352    
           1           2           2          12   1866235.75       29026.5527    
           1           2           2          13   1279143.62       19899.6426    
           1           2           2          14   882084.312       13733.5303    
           1           2           2          15   680344.812       10603.6631    
           1           2           2          16   494570.781       7708.34912    
           1           2           2          17   371422.906       5788.98535    
           1           2           2          18   300733.938       4687.27734    
           1           2           2          19   187259.141       2918.62891    
           1           2           2          20   135612.250       2113.63989    
           1           3           2           0   36654516.0       11392.1084    
           1           3           2           1   53609404.0       156144.219    
           1           3           2           2   43108660.0       369476.531    
           1           3           2           3   34686756.0       468968.594    
           1           3           2           4   26830238.0       391751.625    
           1           3           2           5   18499990.0       289265.031    
           1           3           2           6   13982477.0       218606.094    
           1           3           2           7   9508384.00       151310.156    
           1           3           2           8   6553523.00       105217.008    
           1           3           2           9   5092247.50       82242.5547    
           1           3           2          10   3693785.00       59820.1797    
           1           3           2          11   2555190.75       41459.8359    
           1           3           2          12   1841809.12       29878.3262    
           1           3           2          13   1334139.62       21646.0938    
           1           3           2          14   914314.562       14848.9062    
           1           3           2          15   630397.188       10248.3789    
           1           3           2          16   486188.188       7904.92334    
           1           3           2          17   353429.406       5746.38086    
           1           3           2          18   265425.469       4315.55664    
           1           3           2          19   214909.969       3494.23071    
           1           3           2          20   133818.875       2175.76123    
           1           4           2           0   35481604.0       20011.7070    
           1           4           2           1   55075992.0       159016.344    
           1           4           2           2   42990532.0       365873.938    
           1           4           2           3   32382684.0       415393.281    
           1           4           2           4   25343744.0       351071.906    
           1           4           2           5   19370932.0       288857.688    
           1           4           2           6   13314971.0       198331.391    
           1           4           2           7   10040548.0       152544.984    
           1           4           2           8   6814607.00       104452.094    
           1           4           2           9   4691836.50       72298.7344    
           1           4           2          10   3643068.00       56318.5898    
           1           4           2          11   2641710.75       40901.2266    
           1           4           2          12   1827229.00       28291.5918    
           1           4           2          13   1317109.12       20392.5508    
           1           4           2          14   953949.562       14783.4668    
           1           4           2          15   653642.188       10140.4795    
           1           4           2          16   450642.031       6991.94482    
           1           4           2          17   347550.062       5392.49463    
           1           4           2          18   252647.906       3920.01562    
           1           4           2          19   189738.547       2943.92700    
           1           4           2          20   153627.578       2383.64746    
           1           5           2           0   37625584.0       21842.2363    
           1           5           2           1   53327080.0       138477.219    
           1           5           2           2   44382476.0       341073.312    
           1           5           2           3   32412030.0       402109.156    
           1           5           2           4   23842100.0       317110.719    
           1           5           2           5   18435692.0       265225.656    
           1           5           2           6   14048343.0       201512.266    
           1           5           2           7   9637513.00       140785.359    
           1           5           2           8   7252949.50       106855.961    
           1           5           2           9   4917647.00       72819.0938    
           1           5           2          10   3383609.00       50273.5430    
           1           5           2          11   2626311.25       39092.1094    
           1           5           2          12   1904251.88       28349.1816    
           1           5           2          13   1317133.38       19608.5508    
           1           5           2          14   949317.688       14145.8896    
           1           5           2          15   687459.438       10254.1875    
           1           5           2          16   471012.312       7026.38916    
           1           5           2          17   324728.406       4844.24561    
           1           5           2          18   250441.172       3736.04858    
           1           5           2          19   182055.766       2715.88306    
           1           5           2          20   136723.781       2039.62463    
           1           6           2           0   38306068.0       23275.4688    
           1           6           2           1   56582488.0       139829.906    
           1           6           2           2   43054848.0       336371.719    
           1           6           2           3   33720384.0       405556.344    
           1           6           2           4   23978212.0       308952.000    
           1           6           2           5   17443290.0       243107.672    
           1           6           2           6   13441167.0       187006.547    
           1           6           2           7   10223029.0       144985.844    
           1           6           2           8   7000341.00       100181.156    
           1           6           2           9   5262936.00       75751.8750    
           1           6           2          10   3566451.50       51479.1211    
           1           6           2          11   2452971.25       35476.0547    
           1           6           2          12   1903811.00       27531.7090    
           1           6           2          13   1380367.88       19963.1328    
           1           6           2          14   954684.250       13818.6455    
           1           6           2          15   687968.188       9969.12012    
           1           6           2          16   498167.688       7219.63379    
           1           6           2          17   341318.062       4946.56641    
           1           6           2          18   235313.250       3410.28906    
           1           6           2          19   181481.297       2630.12524    
           1           6           2          20   131926.031       1911.94641    
           1           7           2           0   41805564.0       18735.6738    
           1           7           2           1   57607128.0       139372.891    
           1           7           2           2   45788044.0       346616.781    
           1           7           2           3   32725558.0       384962.469    
           1           7           2           4   25053980.0       312761.062    
           1           7           2           5   17624646.0       238374.281    
           1           7           2           6   12776023.0       173294.500    
           1           7           2           7   9829293.00       135350.594    
           1           7           2           8   7461262.00       103782.094    
           1           7           2           9   5103780.00       71387.6797    
           1           7           2          10   3834671.50       53816.3281    
           1           7           2          11   2597811.25       36516.3789    
           1           7           2          12   1786569.25       25113.6797    
           1           7           2          13   1386601.12       19490.9883    
           1           7           2          14   1005251.38       14144.7578    
           1           7           2          15   695146.188       9790.82227    
           1           7           2          16   500903.031       7056.14355    
           1           7           2          17   362708.625       5109.49365    
           1           7           2          18   248508.281       3500.75854    
           1           7           2          19   171328.016       2413.50903    
           1           7           2          20   132133.672       1861.37634    
           1           8           2           0   45627996.0       17778.9199    
           1           8           2           1   62964584.0       136918.297    
           1           8           2           2   46699144.0       342187.750    
           1           8           2           3   34952256.0       397324.625    
           1           8           2           4   24409952.0       297716.219    
           1           8           2           5   18499182.0       244993.844    
           1           8           2           6   12967903.0       171548.562    
           1           8           2           7   9380644.00       126304.242    
           1           8           2           8   7206318.00       97887.8828    
           1           8           2           9   5464597.00       74610.7812    
           1           8           2          10   3735797.00       51173.6758    
           1           8           2          11   2806003.50       38490.2930    
           1           8           2          12   1900805.50       26072.9668    
           1           8           2          13   1307211.00       17932.4551    
           1           8           2          14   1014462.50       13929.4414    
           1           8           2          15   735341.812       10107.5371    
           1           8           2          16   508471.531       6989.86084    
           1           8           2          17   366386.344       5036.77148    
           1           8           2          18   265303.500       3647.17529    
           1           8           2          19   181771.562       2498.84839    
           1           8           2          20   125317.984       1722.76953    
           1           9           2           0   54953536.0       28440.2402    
           1           9           2           1   68731104.0       151546.375    
           1           9           2           2   51125324.0       374720.000    
           1           9           2           3   35725636.0       402324.781    
           1           9           2           4   26123888.0       316790.344    
           1           9           2           5   18060692.0       235835.859    
           1           9           2           6   13640144.0       178153.828    
           1           9           2           7   9544343.00       126921.547    
           1           9           2           8   6891648.50       92580.1641    
           1           9           2           9   5289434.00       71400.3438    
           1           9           2          10   4008994.75       54270.4492    
           1           9           2          11   2739775.00       37152.5586    
           1           9           2          12   2057761.88       27906.1035    
           1           9           2          13   1393967.25       18900.8379    
           1           9           2          14   958545.250       13009.9766    
           1           9           2          15   743764.312       10105.8369    
           1           9           2          16   539088.625       7325.98438    
           1           9           2          17   372764.438       5065.78369    
           1           9           2          18   268600.719       3650.23242    
           1           9           2          19   194495.719       2643.16333    
           1           9           2          20   133258.031       1810.95398    
           1          10           2           0   54701296.0       33476.9023    
           1          10           2           1   82719768.0       189947.234    
           1          10           2           2   55770468.0       411786.062    
           1          10           2           3   39139008.0       435425.031    
           1          10           2           4   26759490.0       318007.281    
           1          10           2           5   19361550.0       249591.641    
           1          10           2           6   13346440.0       172134.141    
           1          10           2           7   10061035.0       132141.328    
           1          10           2           8   7027332.50       93205.6875    
           1          10           2           9   5068687.50       67637.8672    
           1          10           2          10   3888420.00       52024.6133    
           1          10           2          11   2946274.00       39488.0781    
           1          10           2          12   2013355.62       26985.2812    
           1          10           2          13   1512155.12       20269.2559    
           1          10           2          14   1024270.12       13741.9717    
           1          10           2          15   704218.375       9458.28613    
           1          10           2          16   546387.562       7339.52783    
           1          10           2          17   396024.219       5319.85352    
           1          10           2          18   273839.156       3678.53662    
           1          10           2          19   197318.594       2650.61646    
           1          10           2          20   142879.875       1919.33459    
           1          11           2           0   51563360.0       34028.7148    
           1          11           2           1   82381696.0       171688.672    
           1          11           2           2   67144312.0       482194.000    
           1          11           2           3   42688808.0       472812.312    
           1          11           2           4   29338106.0       352260.906    
           1          11           2           5   19847470.0       258178.734    
           1          11           2           6   14315215.0       185998.516    
           1          11           2           7   9851597.00       130043.531    
           1          11           2           8   7412450.00       98927.1875    
           1          11           2           9   5172251.50       69398.6250    
           1          11           2          10   3728527.75       50176.7188    
           1          11           2          11   2859482.00       38552.3789    
           1          11           2          12   2166479.75       29208.9277    
           1          11           2          13   1480478.12       19959.2266    
           1          11           2          14   1111807.38       15003.7705    
           1          11           2          15   752980.875       10172.2910    
           1          11           2          16   517665.062       6994.30176    
           1          11           2          17   401641.844       5426.79736    
           1          11           2          18   291111.594       3933.37866    
           1          11           2          19   201295.312       2719.81372    
           1          11           2          20   145046.125       1959.80249    
           1          12           2           0   51797788.0       28928.7070    
           1          12           2           1   77687912.0       157089.969    
           1          12           2           2   67035256.0       472329.406    
           1          12           2           3   51549576.0       559956.125    
           1          12           2           4   32054008.0       377864.781    
           1          12           2           5   21794066.0       276658.031    
           1          12           2           6   14702756.0       185958.906    
           1          12           2           7   10582553.0       136785.672    
           1          12           2           8   7271885.50       94774.3438    
           1          12           2           9   5465227.50       71704.3281    
           1          12           2          10   3811647.00       50134.8320    
           1          12           2          11   2746851.25       36196.0508    
           1          12           2          12   2106476.25       27754.0156    
           1          12           2          13   1595949.38       21030.1191    
           1          12           2          14   1090501.88       14382.8301    
           1          12           2          15   818821.188       10810.4453    
           1          12           2          16   554521.125       7321.96631    
           1          12           2          17   381223.250       5033.78857    
           1          12           2          18   295780.375       3905.59277    
           1          12           2          19   214382.719       2830.78809    
           1          12           2          20   148239.203       1957.40881    
           1          13           2           0   53253048.0       29991.3516    
           1          13           2           1   78046264.0       162772.031    
           1          13           2           2   63344524.0       430529.625    
           1          13           2           3   51565004.0       554184.625    
           1          13           2           4   38797468.0       449691.750    
           1          13           2           5   23865564.0       300452.594    
           1          13           2           6   16178290.0       203760.562    
           1          13           2           7   10897287.0       139715.938    
           1          13           2           8   7828478.00       101312.125    
           1          13           2           9   5374733.00       69951.0547    
           1          13           2          10   4036994.00       52687.5117    
           1          13           2          11   2814773.75       36803.3047    
           1          13           2          12   2028318.38       26517.6035    
           1          13           2          13   1555465.38       20335.9023    
           1          13           2          14   1178349.62       15420.6172    
           1          13           2          15   805043.188       10546.6162    
           1          13           2          16   604446.000       7919.64648    
           1          13           2          17   409339.344       5363.35791    
           1          13           2          18   281413.625       3687.21582    
           1          13           2          19   218340.672       2860.81177    
           1          13           2          20   158253.844       2073.52490    
           1          14           2           0   51306164.0       23458.6699    
           1          14           2           1   80167072.0       178677.156    
           1          14           2           2   63616724.0       426996.500    
           1          14           2           3   48782788.0       525313.688    
           1          14           2           4   38821320.0       450758.812    
           1          14           2           5   28901656.0       364270.906    
           1          14           2           6   17722426.0       222732.359    
           1          14           2           7   11990694.0       153694.109    
           1          14           2           8   8062843.00       104305.602    
           1          14           2           9   5787224.50       75249.6484    
           1          14           2          10   3970934.00       51815.7344    
           1          14           2          11   2981773.00       38971.4922    
           1          14           2          12   2078849.62       27170.1074    
           1          14           2          13   1498037.00       19577.0430    
           1          14           2          14   1148678.38       15027.0986    
           1          14           2          15   870063.812       11393.8506    
           1          14           2          16   594387.562       7784.77197    
           1          14           2          17   446277.625       5845.05469    
           1          14           2          18   302225.375       3958.35718    
           1          14           2          19   207774.234       2721.30347    
           1          14           2          20   161206.297       2111.38013    
           1          15           2           0   43726820.0       21435.1836    
           1          15           2           1   77341816.0       155150.219    
           1          15           2           2   65203996.0       457873.625    
           1          15           2           3   49016772.0       531369.500    
           1          15           2           4   36683640.0       431965.469    
           1          15           2           5   28894534.0       368177.000    
           1          15           2           6   21434690.0       273561.125    
           1          15           2           7   13126037.0       170183.969    
           1          15           2           8   8865207.00       115873.180    
           1          15           2           9   5955170.00       78356.2734    
           1          15           2          10   4272083.50       56393.1523    
           1          15           2          11   2930318.75       38748.2148    
           1          15           2          12   2200258.75       29091.1113    
           1          15           2          13   1533988.00       20282.8320    
           1          15           2          14   1105304.12       14628.2168    
           1          15           2          15   847407.000       11226.7744    
           1          15           2          16   641829.375       8504.19238    
           1          15           2          17   438464.781       5809.72852    
           1          15           2          18   329207.625       4362.06787    
           1          15           2          19   222943.953       2954.05200    
           1          15           2          20   153269.938       2030.85559    
           1          16           2           0   44021608.0       17663.8633    
           1          16           2           1   65825364.0       150242.578    
           1          16           2           2   63056204.0       434038.781    
           1          16           2           3   50135624.0       542181.625    
           1          16           2           4   36860812.0       432074.438    
           1          16           2           5   27295862.0       345361.781    
           1          16           2           6   21430132.0       271277.531    
           1          16           2           7   15869599.0       204323.562    
           1          16           2           8   9701409.00       126191.562    
           1          16           2           9   6546573.00       85658.6094    
           1          16           2          10   4395110.00       57655.7148    
           1          16           2          11   3151905.50       41423.2031    
           1          16           2          12   2161815.50       28410.5703    
           1          16           2          13   1623230.00       21331.5703    
           1          16           2          14   1131579.00       14885.3418    
           1          16           2          15   815231.562       10735.4648    
           1          16           2          16   624979.562       8231.01367    
           1          16           2          17   473359.406       6234.26660    
           1          16           2          18   323374.281       4258.93066    
           1          16           2          19   242795.672       3197.69141    
           1          16           2          20   164424.391       2165.51904    
           1          17           2           0   42897808.0       26996.3672    
           1          17           2           1   66333928.0       147270.141    
           1          17           2           2   53466256.0       383829.312    
           1          17           2           3   48538632.0       522537.000    
           1          17           2           4   37722496.0       436637.125    
           1          17           2           5   27439606.0       344535.719    
           1          17           2           6   20253276.0       254820.062    
           1          17           2           7   15874720.0       202861.219    
           1          17           2           8   11734799.0       151571.078    
           1          17           2           9   7166487.50       93087.8984    
           1          17           2          10   4833320.50       62953.6602    
           1          17           2          11   3244034.25       42323.1680    
           1          17           2          12   2326233.50       30349.8398    
           1          17           2          13   1595471.38       20821.1328    
           1          17           2          14   1197899.88       15644.0986    
           1          17           2          15   834948.312       10915.2891    
           1          17           2          16   601487.688       7864.53076    
           1          17           2          17   461115.562       6029.20752    
           1          17           2          18   349248.281       4566.52197    
           1          17           2          19   238588.141       3119.61157    
           1          17           2          20   179136.578       2342.26514    
           1          18           2           0   44556528.0       19290.6738    
           1          18           2           1   64581280.0       142430.094    
           1          18           2           2   54033772.0       362799.062    
           1          18           2           3   41060184.0       447406.469    
           1          18           2           4   36496044.0       431617.031    
           1          18           2           5   28091780.0       356856.656    
           1          18           2           6   20364998.0       258480.094    
           1          18           2           7   15005455.0       193544.938    
           1          18           2           8   11741019.0       153267.031    
           1          18           2           9   8670689.00       113726.484    
           1          18           2          10   5292176.50       69643.0312    
           1          18           2          11   3568193.75       47038.4844    
           1          18           2          12   2394720.50       31571.0449    
           1          18           2          13   1717225.25       22637.5273    
           1          18           2          14   1177636.38       15539.1836    
           1          18           2          15   884067.688       11677.2471    
           1          18           2          16   616171.500       8139.59570    
           1          18           2          17   443879.000       5863.73682    
           1          18           2          18   340288.906       4495.29297    
           1          18           2          19   257734.312       3404.72974    
           1          18           2          20   176070.656       2325.93188    
           1          19           2           0   44081552.0       19576.8340    
           1          19           2           1   67101484.0       154582.000    
           1          19           2           2   52578072.0       362324.250    
           1          19           2           3   41599564.0       453064.938    
           1          19           2           4   30856796.0       360576.156    
           1          19           2           5   27138282.0       342512.438    
           1          19           2           6   20833206.0       262776.125    
           1          19           2           7   15075869.0       193574.406    
           1          19           2           8   11089113.0       143886.562    
           1          19           2           9   8667119.00       113060.180    
           1          19           2          10   6397867.50       83651.4688    
           1          19           2          11   3903699.00       51130.9141    
           1          19           2          12   2631822.75       34471.7852    
           1          19           2          13   1766292.50       23133.9238    
           1          19           2          14   1266460.75       16604.0371    
           1          19           2          15   868387.625       11396.8965    
           1          19           2          16   651872.500       8556.48633    
           1          19           2          17   454334.219       5963.70508    
           1          19           2          18   327294.125       4296.15186    
           1          19           2          19   250912.094       3293.54126    
           1          19           2          20   190040.312       2494.52124    
           1          20           2           0   46736664.0       36980.7930    
           1          20           2           1   66444380.0       136033.062    
           1          20           2           2   54649068.0       358912.531    
           1          20           2           3   40471292.0       436051.469    
           1          20           2           4   31274032.0       365920.812    
           1          20           2           5   22965134.0       291024.125    
           1          20           2           6   20127934.0       255569.828    
           1          20           2           7   15430706.0       198474.797    
           1          20           2           8   11147251.0       144821.328    
           1          20           2           9   8190845.00       107036.023    
           1          20           2          10   6398503.50       83856.7500    
           1          20           2          11   4721983.50       61994.3281    
           1          20           2          12   2880923.25       37822.8242    
           1          20           2          13   1942280.00       25499.5820    
           1          20           2          14   1303402.25       17128.5508    
           1          20           2          15   934418.562       12292.2441    
           1          20           2          16   640675.312       8429.07520    
           1          20           2          17   480932.250       6327.50293    
           1          20           2          18   335194.156       4410.07324    
           1          20           2          19   241467.312       3176.93286    
           1          20           2          20   185114.953       2435.51831    
           1          21           2           0   40908636.0       24861.8262    
           1          21           2           1   70388936.0       143525.844    
           1          21           2           2   54193464.0       366763.781    
           1          21           2           3   42164412.0       454301.094    
           1          21           2           4   30457070.0       352403.000    
           1          21           2           5   23285304.0       291048.156    
           1          21           2           6   17040988.0       213026.609    
           1          21           2           7   14907624.0       189767.078    
           1          21           2           8   11411761.0       146823.750    
           1          21           2           9   8236236.50       106463.625    
           1          21           2          10   6048581.50       78426.4453    
           1          21           2          11   4723523.50       61360.8906    
           1          21           2          12   3485624.25       45274.1992    
           1          21           2          13   2126591.25       27625.8828    
           1          21           2          14   1433600.75       18638.6348    
           1          21           2          15   961898.500       12518.9111    
           1          21           2          16   689551.875       8975.57324    
           1          21           2          17   472781.125       6154.05127    
           1          21           2          18   354900.062       4619.63770    
           1          21           2          19   247353.578       3219.73462    
           1          21           2          20   178188.797       2319.43726    
           1          22           2           0   35083800.0       14613.4990    
           1          22           2           1   61648136.0       123251.148    
           1          22           2           2   57364820.0       395331.094    
           1          22           2           3   41777352.0       444204.719    
           1          22           2           4   31776624.0       362178.781    
           1          22           2           5   22723744.0       279676.594    
           1          22           2           6   17320322.0       212935.266    
           1          22           2           7   12655251.0       158121.625    
           1          22           2           8   11050906.0       139524.641    
           1          22           2           9   8451425.00       107243.625    
           1          22           2          10   6096511.50       77619.1562    
           1          22           2          11   4475941.00       57071.3945    
           1          22           2          12   3495068.75       44567.6914    
           1          22           2          13   2579149.25       32887.6445    
           1          22           2          14   1573374.25       20082.2148    
           1          22           2          15   1060519.12       13549.8926    
           1          22           2          16   711535.438       9092.04492    
           1          22           2          17   510071.188       6517.81592    
           1          22           2          18   349722.969       4468.85107    
           1          22           2          19   262524.062       3354.60596    
           1          22           2          20   182970.812       2338.05322    
           1          23           2           0   39797708.0       23358.8652    
           1          23           2           1   52877548.0       112947.070    
           1          23           2           2   50212152.0       355254.812    
           1          23           2           3   44140352.0       476790.562    
           1          23           2           4   31457696.0       367098.906    
           1          23           2           5   23683818.0       299576.156    
           1          23           2           6   16890144.0       213379.531    
           1          23           2           7   12853269.0       165054.828    
           1          23           2           8   9376746.00       121478.750    
           1          23           2           9   8180258.00       106511.672    
           1          23           2          10   6252597.50       81692.9531    
           1          23           2          11   4509107.00       58996.0312    
           1          23           2          12   3310250.50       43316.5117    
           1          23           2          13   2584853.25       33819.8984    
           1          23           2          14   1907276.75       24979.4883    
           1          23           2          15   1163339.75       15251.8760    
           1          23           2          16   784095.438       10281.1230    
           1          23           2          17   526070.188       6897.97412    
           1          23           2          18   377118.594       4944.89355    
           1          23           2          19   258565.844       3390.39404    
           1          23           2          20   194095.984       2545.04224    
           1          24           2           0   40530004.0       19643.1035    
           1          24           2           1   59892216.0       139950.234    
           1          24           2           2   43042648.0       300674.844    
           1          24           2           3   38577612.0       421937.000    
           1          24           2           4   33139374.0       397498.594    
           1          24           2           5   23376882.0       302116.031    
           1          24           2           6   17544404.0       226382.391    
           1          24           2           7   12493363.0       163521.281    
           1          24           2           8   9492012.00       125443.008    
           1          24           2           9   6917901.50       91974.5234    
           1          24           2          10   6032084.50       80435.7500    
           1          24           2          11   4609105.00       61569.1016    
           1          24           2          12   3323706.00       44399.9258    
           1          24           2          13   2440013.00       32592.5488    
           1          24           2          14   1905135.75       25472.7852    
           1          24           2          15   1405523.00       18812.6895    
           1          24           2          16   857246.312       11475.4131    
           1          24           2          17   577783.562       7734.53809    
           1          24           2          18   387649.562       5189.31152    
           1          24           2          19   277890.406       3720.00928    
           1          24           2          20   190531.609       2550.57056    
           1          25           2           0   46094512.0       24133.2832    
           1          25           2           1   61038732.0       136027.062    
           1          25           2           2   48729160.0       334767.219    
           1          25           2           3   33033354.0       368769.156    
           1          25           2           4   28919530.0       348831.438    
           1          25           2           5   24559942.0       319714.844    
           1          25           2           6   17270964.0       224823.594    
           1          25           2           7   12939147.0       171525.031    
           1          25           2           8   9200635.00       123053.648    
           1          25           2           9   6983506.00       93875.8125    
           1          25           2          10   5086514.50       68612.7031    
           1          25           2          11   4433913.00       59897.4297    
           1          25           2          12   3387655.50       45768.9453    
           1          25           2          13   2442917.25       33001.6914    
           1          25           2          14   1793223.50       24249.1973    
           1          25           2          15   1399919.12       18950.4375    
           1          25           2          16   1032728.94       13981.9141    
           1          25           2          17   629869.812       8527.78418    
           1          25           2          18   424531.688       5747.73584    
           1          25           2          19   284829.000       3856.30029    
           1          25           2          20   204182.484       2764.42676    
           1          26           2           0   42796836.0       19552.1875    
           1          26           2           1   69372192.0       164455.984    
           1          26           2           2   49687376.0       338435.938    
           1          26           2           3   37408416.0       416705.969    
           1          26           2           4   24730070.0       298322.500    
           1          26           2           5   21432328.0       277000.750    
           1          26           2           6   18141436.0       234751.719    
           1          26           2           7   12734242.0       167690.578    
           1          26           2           8   9523613.00       126507.562    
           1          26           2           9   6765123.00       90449.5547    
           1          26           2          10   5132355.50       68800.8281    
           1          26           2          11   3736952.50       50171.6914    
           1          26           2          12   3257279.75       43738.7227    
           1          26           2          13   2488654.00       33415.7031    
           1          26           2          14   1794446.75       24118.1445    
           1          26           2          15   1317008.88       17720.3359    
           1          26           2          16   1028091.19       13834.5752    
           1          26           2          17   758421.875       10205.9521    
           1          26           2          18   462567.969       6224.69629    
           1          26           2          19   311770.125       4195.44043    
           1          26           2          20   209174.531       2814.82642    
           1          27           2           0   39292200.0       15420.8896    
           1          27           2           1   64423868.0       150931.531    
           1          27           2           2   56405988.0       384387.469    
           1          27           2           3   38243768.0       415136.406    
           1          27           2           4   28039696.0       333504.094    
           1          27           2           5   18342564.0       234474.734    
           1          27           2           6   15856375.0       202505.125    
           1          27           2           7   13399093.0       173750.594    
           1          27           2           8   9388841.00       123006.430    
           1          27           2           9   7015044.00       92449.8125    
           1          27           2          10   4980248.50       65809.3750    
           1          27           2          11   3777154.00       50002.0781    
           1          27           2          12   2750021.75       36408.7148    
           1          27           2          13   2397031.75       31732.3164    
           1          27           2          14   1831228.88       24263.4355    
           1          27           2          15   1320214.75       17510.4980    
           1          27           2          16   968889.562       12852.4209    
           1          27           2          17   756335.688       10032.9883    
           1          27           2          18   557948.312       7401.33008    
           1          27           2          19   340297.094       4514.13818    
           1          27           2          20   229359.875       3042.52173    
           1          28           2           0   33466470.0       22566.1074    
           1          28           2           1   59190816.0       130377.797    
           1          28           2           2   52402180.0       355867.531    
           1          28           2           3   43437476.0       470713.000    
           1          28           2           4   28748592.0       340040.750    
           1          28           2           5   20828158.0       266117.375    
           1          28           2           6   13589028.0       173600.391    
           1          28           2           7   11725895.0       152653.000    
           1          28           2           8   9894119.00       129970.680    
           1          28           2           9   6925700.50       91443.6250    
           1          28           2          10   5171684.00       68509.4297    
           1          28           2          11   3670539.50       48707.2070    
           1          28           2          12   2783615.25       36938.5664    
           1          28           2          13   2026626.38       26895.5918    
           1          28           2          14   1766325.50       23463.5645    
           1          28           2          15   1349204.50       17941.3496    
           1          28           2          16   972646.375       12935.3125    
           1          28           2          17   713808.375       9493.13867    
           1          28           2          18   557214.688       7410.56250    
           1          28           2          19   411056.531       5466.77002    
           1          28           2          20   250706.500       3334.22705    
           1          29           2           0   32913326.0       9832.08496    
           1          29           2           1   50435076.0       101019.297    
           1          29           2           2   48189200.0       332133.375    
           1          29           2           3   40347180.0       440499.812    
           1          29           2           4   32624652.0       387289.281    
           1          29           2           5   21358868.0       272299.719    
           1          29           2           6   15430131.0       196380.172    
           1          29           2           7   10049377.0       130226.062    
           1          29           2           8   8655707.00       113250.680    
           1          29           2           9   7296586.50       96007.0156    
           1          29           2          10   5104895.50       67362.9297    
           1          29           2          11   3810836.50       50359.8281    
           1          29           2          12   2704473.75       35741.8906    
           1          29           2          13   2050964.38       27106.4785    
           1          29           2          14   1493082.50       19750.1777    
           1          29           2          15   1301115.12       17228.7168    
           1          29           2          16   993793.438       13161.0801    
           1          29           2          17   716424.938       9487.93945    
           1          29           2          18   525772.188       6963.04492    
           1          29           2          19   410428.812       5435.50488    
           1          29           2          20   302772.562       4009.75952    
           1          30           2           0   32993286.0       16992.7871    
           1          30           2           1   49622000.0       107911.211    
           1          30           2           2   41098232.0       285944.625    
           1          30           2           3   37068864.0       404654.875    
           1          30           2           4   30300878.0       357151.594    
           1          30           2           5   24236496.0       308943.625    
           1          30           2           6   15826747.0       201162.359    
           1          30           2           7   11415096.0       147643.531    
           1          30           2           8   7421269.50       96903.1094    
           1          30           2           9   6386070.50       83833.8047    
           1          30           2          10   5380512.50       70824.0469    
           1          30           2          11   3763218.00       49624.2344    
           1          30           2          12   2809166.75       37036.0508    
           1          30           2          13   1993554.00       26289.6172    
           1          30           2          14   1511693.75       19952.8945    
           1          30           2          15   1100345.50       14537.6670    
           1          30           2          16   958814.625       12669.3652    
           1          30           2          17   732338.250       9676.99219    
           1          30           2          18   527942.188       6976.14746    
           1          30           2          19   387447.625       5119.67480    
           1          30           2          20   302449.844       3996.52661    
           1           1           3           0   490794944.       1106.09314    
           1           1           3           1   66785436.0       61029.5977    
           1           1           3           2   22469858.0       52654.2891    
           1           1           3           3   9958927.00       35303.8984    
           1           1           3           4   18237220.0       104878.188    
           1           1           3           5   14016192.0       91949.5000    
           1           1           3           6   9868302.00       74461.9297    
           1           1           3           7   4534599.50       35777.3477    
           1           1           3           8   4448877.00       36403.0625    
           1           1           3           9   1322125.75       11339.8633    
           1           1           3          10   1283706.75       11177.3057    
           1           1           3          11   2659511.50       23649.3184    
           1           1           3          12   1380571.25       12465.5879    
           1           1           3          13   404177.500       3647.73511    
           1           1           3          14   791107.438       7237.62744    
           1           1           3          15   327679.562       3007.33618    
           1           1           3          16   1308862.38       12130.6914    
           1           1           3          17   194088.594       1804.59180    
           1           1           3          18   65008.6211       605.993958    
           1           1           3          19   310120.094       2898.76270    
           1           1           3          20   27952.0078       261.547760    
           1           2           3           0   46112588.0       36.1317329    
           1           2           3           1   446872352.       50286.8320    
           1           2           3           2   44545084.0       23455.9160    
           1           2           3           3   18103868.0       13629.3242    
           1           2           3           4   8282802.50       11177.3926    
           1           2           3           5   15059638.0       24130.0117    
           1           2           3           6   11534010.0       20568.6660    
           1           2           3           7   8088610.00       15511.3311    
           1           2           3           8   3713075.50       7363.06250    
           1           2           3           9   3636079.50       7681.24854    
           1           2           3          10   1079251.12       2310.42261    
           1           2           3          11   1047209.06       2274.95410    
           1           2           3          12   2167784.75       4805.27539    
           1           2           3          13   1124986.62       2493.24731    
           1           2           3          14   329298.656       734.870728    
           1           2           3          15   643812.500       1499.70874    
           1           2           3          16   266660.250       621.396423    
           1           2           3          17   1064824.62       2484.46167    
           1           2           3          18   157888.000       368.544098    
           1           2           3          19   52883.2891       123.377510    
           1           2           3          20   252253.297       588.909973    
           1           3           3           0   191565008.       62.3349571    
           1           3           3           1   41928996.0       2613.29395    
           1           3           3           2   281057952.       108475.891    
           1           3           3           3   36404112.0       21282.4180    
